"Genome","dCUB"
"TARA_SAMEA4397255_METAG_LHBNFFOA",-0.155564454404707
"MARD_SAMN09932619_REFG_MMP09932619",-0.0759810305867589
"MARD_SAMN09637541_REFG_MMP09637541",-0.148151783653047
"TARA_SAMN05326648_METAG_IOS00035",-0.0319724014852767
"TARA_SAMEA2620995_METAG_BDJIHGBP",-0.090695338122727
"MARD_SAMN05421668_REFG_MMP05421668",-0.42852410455924
"TARA_SAMEA4397516_METAG_HGNBAOFA",0.0103226076722599
"TARA_SAMEA4396424_METAG_CMFOJHLK",-0.0713855272455917
"GORG_SAMEA6067860_SAGS_AH287L13",-0.0268260548755951
"MALA_SAMN05422120_METAG_NDMHKPKD",-0.599604848038541
"TARA_SAMEA2619907_METAG_GKNNNLDM",-0.0080063891740202
"TARA_SAMEA2622696_METAG_PAAHHAHJ",-0.360808124760455
"GORG_SAMEA6074776_SAGS_AG919I13",0.0174885248355674
"TARA_SAMEA2622316_METAG_PCEAOEII",-0.12263599828675
"MARD_SAMEA3531082_REFG_MMP3531082",-0.399331532677308
"TARA_SAMEA2623463_METAG_JCAKAEED",-0.0324115750432049
"MARD_SAMN10130974_REFG_MMP10130974",-0.103652118409383
"MARD_SAMN04488087_REFG_MMP04488087",-0.109360366252396
"TARA_SAMEA2619854_METAG_DAMFOOEB",-0.387765520231768
"MARD_SAMN05444287_REFG_MMP05444287",-0.318666266892723
"MARD_SAMEA3495629_REFG_MMP3495629",-0.367348472385674
"MARD_SAMN09214043_REFG_MMP09214043",-0.238091243555441
"TARA_SAMEA2619907_METAG_KGLDPHNO",-0.0166802506273695
"TARA_SAMEA2619531_METAG_DCIFBCFJ",-0.0271522591749838
"TARA_SAMEA4398413_METAG_BBKHKGHP",-0.0072132475821397
"TARA_SAMEA2621990_METAG_CKNIILJE",0.0249379983539535
"GORG_SAMEA6073765_SAGS_AG914I16",-0.0060110764068453
"TARA_SAMEA2622765_METAG_MHBAPCGP",-0.0964944720050347
"TARA_SAMEA2623275_METAG_KPGDNKKP",-0.0636992043995223
"MARD_SAMN09388146_REFG_MMP09388146",-0.0946826817918405
"TARA_SAMEA2621242_METAG_AOBACFJI",-0.247828938526364
"TARA_SAMEA4397445_METAG_EKMGMHMJ",-0.156382804703559
"TARA_SAMEA2622801_METAG_KMGNMMDC",-0.0414899311956116
"GORG_SAMEA6074971_SAGS_AG920I23",0.0485360621953907
"BGEO_SAMN07136947_METAG_PNJGMBLN",-0.122277192629807
"TARA_SAMEA4397174_METAG_DPMFAFMH",-0.0784497165703743
"MARD_SAMN09710960_REFG_MMP09710960",-0.728854705083651
"TARA_SAMEA2622733_METAG_AHBMDFAL",-0.0995276024133003
"MARD_SAMN04488081_REFG_MMP04488081",-0.424351225337386
"TARA_SAMEA2619531_METAG_JHIFAJEJ",-0.0138653765338599
"MARD_SAMN08794446_REFG_MMP08794446",-0.528925014570506
"TARA_SAMEA2620078_METAG_CJHBKDPI",-0.138434938610151
"TARA_SAMEA2623390_METAG_BKPADPMA",-0.0286112182524787
"TARA_SAMEA2623627_METAG_NHDAHNNM",-0.0115022604109388
"TARA_SAMEA2622316_METAG_LJODPAND",-0.19690099926259
"MALA_SAMN05422148_METAG_BICMPFEL",-0.0462092074064521
"GORG_SAMEA6074649_SAGS_AG918M19",0.0153971379810003
"TARA_SAMEA2619766_METAG_CECBDPKB",-0.0992034015245916
"MARD_SAMN05443667_REFG_MMP05443667",-0.158433192604034
"MARD_SAMN04489858_REFG_MMP04489858",-0.298465143153772
"TARA_SAMEA4397611_METAG_OBHMADEI",-0.0659587182935709
"MARD_SAMN06264851_REFG_MMP06264851",-0.201945829812839
"TARA_SAMEA2622685_METAG_JPLIAAIG",-0.276724627961639
"MARD_SAMN05418038_REFG_MMP05418038",-0.373920410990315
"MALA_SAMN05422183_METAG_NNKMKILK",-0.0926351521522032
"TARA_SAMEA2622800_METAG_LIMMEGDN",0.0397947338611593
"GORG_SAMEA6073010_SAGS_AG910M23",0.026608842252105
"MARD_SAMN09915280_REFG_MMP09915280",-0.164626815958849
"TARA_SAMEA2619667_METAG_CEIMOBAF",0.0284533162911388
"TARA_SAMEA2622716_METAG_PGFFMCOD",-0.0112796387349618
"TARA_SAMEA2621401_METAG_DODGOGHO",-0.168646137814162
"TARA_SAMEA2623734_METAG_PJGEFNLF",-0.0126370416753581
"MALA_SAMN05422104_METAG_HGLFHJJK",-0.151761769527173
"TARA_SAMEA4398094_METAG_FKONMKBF",-0.162528476200645
"TARA_SAMEA4396489_METAG_DJIFJGEM",-0.244084767986885
"TARA_SAMEA4396538_METAG_CDDAKNFK",-0.220925609004267
"TARA_SAMEA2622119_METAG_DDKAAOLH",-0.263068763760515
"MARD_SAMN10230918_REFG_MMP10230918",-0.10722172469049
"TARA_SAMEA2623098_METAG_HGPGGPGN",-0.0579910830042881
"TARA_SAMEA2623295_METAG_IBAHBHLL",-0.0245828783972305
"TARA_SAMEA4397445_METAG_CHDHEFAE",-0.12784944854039
"TARA_SAMEA4397920_METAG_GFPOHCNM",-0.221618995772604
"GORG_SAMEA6067751_SAGS_AH287E09",0.0160132758512822
"GORG_SAMEA6077561_SAGS_AG333D04",-0.0535175488671854
"TARA_SAMEA4397472_METAG_KPDDLJNG",-0.213873802402802
"GORG_SAMEA6079747_SAGS_AG426P19",0.0161080981258578
"TARA_SAMEA4398315_METAG_IKMBHIOE",-0.353669947369515
"TARA_SAMEA2619970_METAG_FKMCDENO",-0.0092892005054479
"TARA_SAMN05326645_METAG_PSE00015",0.0133279417800367
"TARA_SAMEA2623756_METAG_FDADPHPN",-0.0156187407325529
"TARA_SAMEA2622843_METAG_GFDEHKKO",-0.091232821522301
"TARA_SAMEA4397196_METAG_BMMPCMEC",-0.202424952697717
"TARA_SAMEA2622219_METAG_FGDKILBA",0.0230537644994258
"GORG_SAMEA6068285_SAGS_AH321J17",-0.0272566510393768
"GORG_SAMEA6075214_SAGS_AG349G20",-0.0326654171305458
"MARD_SAMD00036551_REFG_MMP00036551",-0.560558234473994
"MALA_SAMN05422166_METAG_LIPHNDPD",0.0232129722964702
"TARA_SAMEA2620035_METAG_LEKHLCMO",0.0033787610901791
"TARA_SAMEA2621839_METAG_MKAHMAJH",-0.0205960447599957
"TARA_SAMN05326650_METAG_MED00083",-0.0694014398961217
"TARA_SAMEA4397196_METAG_CNEGLGIP",-0.123383845830025
"TARA_SAMEA2621990_METAG_PIMBOAPG",0.0032674218198272
"TARA_SAMEA2623370_METAG_IMFANIFH",-0.313732962007155
"MARD_SAMN02927979_REFG_MMP02927979",-0.291133750542119
"TARA_SAMEA2620081_METAG_MPICKOMB",-0.149237424866774
"TARA_SAMEA2622801_METAG_PBKBMCMC",-0.0178835230451992
"TARA_SAMEA2619677_METAG_DMIJGCPA",-0.0746807429896184
"TARA_SAMEA4397747_METAG_CPCGJFFJ",-0.156230547449569
"TARA_SAMEA2621092_METAG_PINFDOMM",-0.34506398895792
"MARD_SAMN09074747_REFG_MMP09074747",-0.172179325154697
"MARD_SAMD00036772_REFG_MMP00036772",-0.188598649997127
"MARD_SAMN04570274_REFG_MMP04570274",-0.31188480270481
"GORG_SAMEA6073557_SAGS_AG913I06",0.0114160567252944
"MARD_SAMD00000547_REFG_MMP00000547",0.0662019218025997
"TARA_SAMN05326651_METAG_RED00037",-0.158870907790639
"GORG_SAMEA6076385_SAGS_AG422O05",0.0216061058837571
"TARA_SAMEA4397536_METAG_GKHJOLJD",-0.174083955938334
"GORG_SAMEA6069798_SAGS_AG892M03",-0.0975105171305515
"MARD_SAMN05231708_REFG_MMP05231708",-0.193461319284128
"TARA_SAMEA2622822_METAG_IEDPHKED",-0.0293833874300502
"TARA_SAMEA4398360_METAG_FGLHJHAM",-0.245702602165362
"TARA_SAMEA2623079_METAG_NJMDAEIA",-0.0010693580917997
"MARD_SAMN05421688_REFG_MMP05421688",-0.178215071857542
"TARA_SAMEA2622822_METAG_JNGECCDL",-0.0996840246770144
"MARD_SAMN05444413_REFG_MMP05444413",-0.0158543143868253
"TARA_SAMEA2622478_METAG_HAEEGDCL",-0.0461690753092824
"MARD_SAMEA3532031_REFG_MMP3532031",-0.351470329264537
"TARA_SAMEA2623627_METAG_HBMIGJPF",0.0278315696476179
"TARA_SAMEA2622766_METAG_EPEBAONN",-0.0170967709533598
"MARD_SAMN04026261_REFG_MMP04026261",-0.0845754745281484
"GORG_SAMEA6075696_SAGS_AG390G04",-0.0242663221822568
"TARA_SAMEA2620542_METAG_GCPDHIHM",0.0231840485568635
"TARA_SAMEA4397363_METAG_IDONDPJC",-0.202880973605267
"BGEO_SAMN07136635_METAG_NPBPCJHB",-0.0492049488784887
"TARA_SAMEA2619548_METAG_ICAMOGFN",0.0108718217595298
"GORG_SAMEA6076694_SAGS_AG313A04",0.0346661938890388
"MALA_SAMN05422133_METAG_LICJKDFC",-0.125426683856506
"TARA_SAMEA4398387_METAG_KHFOIAHK",-0.154899708840466
"TARA_SAMEA2623295_METAG_MNECEEFO",-0.0452063003540933
"MARD_SAMN09708542_REFG_MMP09708542",-0.559625124522593
"TARA_SAMEA2623295_METAG_PLOLJKDM",-0.115431425189268
"TARA_SAMEA2619907_METAG_EKFGFKJP",-0.0440804511903641
"MARD_SAMN08634427_REFG_MMP08634427",-0.625777086323788
"TARA_SAMN05326650_METAG_MED00034",-0.141113071817065
"MARD_SAMN06133460_REFG_MMP06133460",-0.049120168035353
"TARA_SAMEA4397174_METAG_BIBOKOCO",-0.0918240122393772
"MARD_SAMN03080610_REFG_MMP03080610",-0.0666365686759485
"TARA_SAMEA2621812_METAG_CKLALLPL",0.0150958908770116
"MARD_SAMD00053328_REFG_MMP00053328",-0.613111782402041
"MARD_SAMEA2591298_REFG_MMP2591298",-0.380036701051668
"TARA_SAMEA4398009_METAG_DOCAIFNI",-0.0533674775387731
"GORG_SAMEA6071068_SAGS_AG899E14",0.0252494845063842
"MARD_SAMN09580333_REFG_MMP09580333",-0.412573126504638
"TARA_SAMEA2623794_METAG_OODCOEJD",-0.0137147158900655
"TARA_SAMEA2623314_METAG_DGDHOOEI",-0.0549668492033858
"TARA_SAMEA4397930_METAG_IFJLOOJP",-0.0148114701105799
"GORG_SAMEA6073424_SAGS_AG912N10",0.0433039256879905
"MARD_SAMN09083205_REFG_MMP09083205",-0.0693830645594311
"MARD_SAMN09508687_REFG_MMP09508687",-0.0923662340868036
"BATS_SAMN07137114_METAG_AICJLGGM",-0.109950545412698
"GORG_SAMEA6073676_SAGS_AG914B14",0.0417364833883542
"TARA_SAMEA2620021_METAG_MLOOJBBB",-0.295403698587015
"TARA_SAMEA2622097_METAG_HGADEAJE",-0.0357479995079844
"TARA_SAMEA4397730_METAG_NDMAPFEA",-0.0565816302364486
"TARA_SAMEA2619791_METAG_DBIFCBNB",-0.365428648758214
"TARA_SAMEA2619531_METAG_JLLPIFLH",-0.0207366579807276
"MARD_SAMD00036654_REFG_MMP00036654",-0.532168063134383
"GORG_SAMEA6070620_SAGS_AG896M03",-0.040584318878469
"TARA_SAMN05326645_METAG_PSE00025",-0.109047690486179
"TARA_SAMEA2622923_METAG_ACHMAPPN",-0.167670285438246
"TARA_SAMN05326643_METAG_ASW00001",-0.0115157061311652
"TARA_SAMEA2623079_METAG_BEHLNHMO",-0.0199476861633215
"MARD_SAMD00036617_REFG_MMP00036617",-0.599246339000322
"TARA_SAMEA2621221_METAG_ODIICDFG",-0.0670241239735232
"TARA_SAMEA2622923_METAG_EKBDKBDM",-0.0157493638459511
"TARA_SAMEA2620021_METAG_GBIHLJMF",-0.0755721109152119
"TARA_SAMEA2622737_METAG_EAPHCLOM",-0.101500695807773
"MARD_SAMN03080615_REFG_MMP03080615",-0.482793446349726
"MARD_SAMN09279555_REFG_MMP09279555",-0.193199177289205
"TARA_SAMEA2622736_METAG_DIOOGNDP",-0.58254315092722
"GORG_SAMEA6070209_SAGS_AG894L20",0.0393972591657149
"GORG_SAMEA6069522_SAGS_AG891I06",-0.0591098323308804
"MARD_SAMN05443431_REFG_MMP05443431",-0.0393884472434761
"MARD_SAMN05418136_REFG_MMP05418136",-0.355112879457458
"MARD_SAMN10231401_REFG_MMP10231401",-0.059535997254465
"MARD_SAMN05418053_REFG_MMP05418053",-0.37244176402141
"TARA_SAMEA2622796_METAG_NPJHAAOM",-0.261420171452006
"TARA_SAMEA2620339_METAG_ENNHIIDF",0.0067952392037179
"MARD_SAMN05661223_REFG_MMP05661223",-0.192530381873356
"MARD_SAMEA2272264_REFG_MMP2272264",-0.355096010504666
"MARD_SAMN02441806_REFG_MMP02441806",-0.186338914030442
"MARD_SAMN06644953_REFG_MMP06644953",-0.133444872063183
"TARA_SAMEA2619531_METAG_LADHKJJF",-0.224211660484382
"TARA_SAMEA4398001_METAG_DCPOPHPO",-0.225911450894511
"MALA_SAMN05422140_METAG_DGBIDDKG",-0.0692967276710568
"TARA_SAMEA4397611_METAG_GJFPHMJM",-0.18408951228019
"TARA_SAMEA2621839_METAG_ICOGKKCB",0.0001922569425239
"TARA_SAMEA2622657_METAG_BLIPHDIP",-0.026474160470962
"TARA_SAMN05326650_METAG_MED00020",-0.0108348031533728
"MARD_SAMN08730821_REFG_MMP08730821",-0.0509164704840047
"TARA_SAMEA2622733_METAG_NEBANBGN",0.0375501535335989
"MARD_SAMN09228018_REFG_MMP09228018",-0.0305808775533984
"GORG_SAMEA6076410_SAGS_AG447A02",-0.0259034170314362
"TARA_SAMEA4396489_METAG_HMLIJBGP",-0.233955876100809
"TARA_SAMEA2623673_METAG_NJKJGIDK",-0.0324178382481755
"TARA_SAMEA4398432_METAG_GFLEHPMN",-0.239609442153493
"TARA_SAMEA4396468_METAG_JCEDEOBO",-0.0744044331289079
"TARA_SAMEA2591122_METAG_MIJJPINO",0.0255587126368013
"MARD_SAMN04488099_REFG_MMP04488099",-0.49892937453403
"TARA_SAMEA2619766_METAG_LMODONND",-0.0144708478847782
"TARA_SAMEA4398111_METAG_JEHKNIFP",-0.238414348209154
"TARA_SAMEA2622823_METAG_MGGLIPFK",-0.0767503080387052
"TARA_SAMEA2620980_METAG_AAAGDLCL",-0.267342757989304
"TARA_SAMEA2623116_METAG_LCHCHCLK",-0.0048070768554193
"TARA_SAMEA4398266_METAG_CIJKCIBB",-0.0595654093414024
"TARA_SAMEA4398001_METAG_MAGPKEIF",-0.0341904820927581
"MARD_SAMN04390147_REFG_MMP04390147",-0.167059158843413
"TARA_SAMN05326650_METAG_MED00050",0.0046040383596592
"TARA_SAMEA4397842_METAG_ILGPDOJP",-0.147103438497816
"TARA_SAMN05326641_METAG_ANW00001",-0.0487255211716901
"GORG_SAMEA6069045_SAGS_AG359O02",0.0164270232003958
"TARA_SAMEA4397426_METAG_PDFLOHJD",-0.141224919298079
"TARA_SAMEA4398238_METAG_GONOIKHO",-0.171135029897941
"TARA_SAMEA2622800_METAG_EBLFEBLG",0.0140395797692931
"TARA_SAMEA4398315_METAG_POBJPKPL",-0.179470301561674
"TARA_SAMEA4397004_METAG_IGAGNAAL",0.0402653775898723
"TARA_SAMEA4398370_METAG_PFIHJIDJ",-0.176033045002944
"MARD_SAMN09240566_REFG_MMP09240566",-0.41845203868005
"TARA_SAMEA2622823_METAG_BGCLLDIO",0.003956896632555
"MARD_SAMN09437463_REFG_MMP09437463",-0.579126314005126
"TARA_SAMEA2591122_METAG_BAJAKJIO",0.0457933405403009
"MARD_SAMN08886387_SAGS_MMP08886387",-0.0136841755951716
"TARA_SAMEA4397489_METAG_CGBPAIPC",-0.14006355503555
"MARD_SAMN05216284_REFG_MMP05216284",-0.0198050422413759
"GORG_SAMEA6073479_SAGS_AG913B05",0.0155549955274794
"MARD_SAMN08779091_REFG_MMP08779091",-0.117141840328138
"MARD_SAMN09519150_REFG_MMP09519150",-0.373989072720693
"MARD_SAMN09230411_REFG_MMP09230411",-0.354368561670836
"BATS_SAMN08390925_METAG_BJAOANMI",0.0404518209896544
"TARA_SAMEA4398247_METAG_GLFCHEFO",0.0189316703342639
"TARA_SAMEA2621271_METAG_BHECBMAO",-0.0928628728158065
"MARD_SAMN04488006_REFG_MMP04488006",-0.0324487110165026
"MARD_SAMN04488042_REFG_MMP04488042",-0.27234974809231
"GORG_SAMEA6069825_SAGS_AG892O07",0.0076548601955631
"MARD_SAMN09901140_REFG_MMP09901140",-0.361686166056925
"MARD_SAMN09245787_REFG_MMP09245787",0.0059913564370824
"TARA_SAMEA2621812_METAG_GLEIOLJH",-0.0073876081804983
"TARA_SAMEA2620663_METAG_DLHFCAOB",-0.256498626071819
"TARA_SAMEA4397586_METAG_DHBKNKAI",-0.186015677979782
"MARD_SAMN05216369_REFG_MMP05216369",-0.140492557391205
"MARD_SAMN04488060_REFG_MMP04488060",-0.163226289626919
"MARD_SAMD00050834_REFG_MMP00050834",-0.0898802097960232
"TARA_SAMEA4398387_METAG_MKDFJCJD",-0.110959725118982
"MARD_SAMN05444851_REFG_MMP05444851",-0.239350452210379
"TARA_SAMEA2623513_METAG_FFOGFDIA",-0.302197053850609
"TARA_SAMEA2622837_METAG_PAODPMMI",-0.0003514902009335
"MARD_SAMN08779097_REFG_MMP08779097",-0.147415072348031
"MARD_SAMN05660479_REFG_MMP05660479",-0.210133761434129
"TARA_SAMEA2619667_METAG_OGCCKILL",-0.0224593547393253
"MARD_SAMN08770175_REFG_MMP08770175",-0.0907560564334288
"MARD_SAMN04488095_REFG_MMP04488095",-0.086305220836806
"MARD_SAMN03732514_REFG_MMP03732514",-0.0729499434078224
"TARA_SAMEA4398432_METAG_PEPLFBGI",-0.262269070201278
"TARA_SAMEA2621204_METAG_GJAEEHCN",-0.0482470655282952
"MARD_SAMN05216600_REFG_MMP05216600",-0.336947465432783
"MARD_SAMN08979297_REFG_MMP08979297",-0.0417559679251065
"TARA_SAMEA2620970_METAG_GGBEMCNM",-0.029432707433547
"TARA_SAMEA4397489_METAG_NELFBNMP",-0.189174228127776
"MARD_SAMN09074796_REFG_MMP09074796",-0.242763526871532
"MARD_SAMN06265217_REFG_MMP06265217",-0.305037143443241
"MARD_SAMN04488096_REFG_MMP04488096",-0.0765270628063513
"TARA_SAMEA2621859_METAG_BLBOAJGJ",-0.072341227965986
"GORG_SAMEA6073085_SAGS_AG911C08",-0.0239644387288404
"TARA_SAMEA4397730_METAG_DNEDKOCP",-0.0525486881257703
"TARA_SAMEA2619815_METAG_MJBMGOIA",-0.231714132133815
"TARA_SAMEA2622823_METAG_OKMMJLKJ",-0.0414835075759555
"MARD_SAMN09195925_REFG_MMP09195925",-0.116703098574512
"TARA_SAMEA2623488_METAG_GEMNNJBJ",-0.0108301830087961
"GORG_SAMEA6075523_SAGS_AG404M02",0.0478374141068119
"MARD_SAMN08204758_REFG_MMP08204758",-0.604563817816687
"MARD_SAMN09074965_REFG_MMP09074965",-0.397534917230459
"TARA_SAMEA2621536_METAG_JKOGBKOH",-0.056872397647371
"TARA_SAMEA4397174_METAG_KMPDDMPD",-0.0560520766350764
"MARD_SAMD00113762_REFG_MMP00113762",-0.110575466460309
"MARD_SAMN05791069_REFG_MMP05791069",-0.147642156235321
"TARA_SAMEA4397174_METAG_MAHICFFA",-0.14610693992286
"TARA_SAMEA2620259_METAG_DNKGKCGO",-0.0339228839441579
"MARD_SAMD00036605_REFG_MMP00036605",-0.31789816815347
"MARD_SAMN08470889_REFG_MMP08470889",-0.0691778943794133
"GORG_SAMEA6070321_SAGS_AG895E03",0.0186818090804011
"TARA_SAMEA2619970_METAG_GLICNMBG",0.0020264754140168
"MARD_SAMEA3528422_REFG_MMP3528422",-0.433635870725948
"TARA_SAMEA2619840_METAG_LDCGPDKP",-0.0259253551750158
"TARA_SAMEA2620035_METAG_GNMGNMHB",-0.0759425821706932
"MARD_SAMN08776299_REFG_MMP08776299",-0.205781403477404
"GORG_SAMEA6071987_SAGS_AG904N09",0.0669860579925478
"TARA_SAMEA2619779_METAG_DFJBKJCL",-0.105978058034938
"TARA_SAMEA2623627_METAG_DHBMBDKD",0.0320107829804367
"MARD_SAMD00036600_REFG_MMP00036600",-0.463204790616434
"MARD_SAMEA3492688_REFG_MMP3492688",-0.264640618304825
"TARA_SAMN05326645_METAG_PSE00017",-0.060130104321585
"TARA_SAMEA2591122_METAG_PPCJHPAM",-0.0239878241585257
"BGEO_SAMN07136727_METAG_DFLFBMEC",0.0928253252931371
"MARD_SAMN05660686_REFG_MMP05660686",-0.146256192875259
"TARA_SAMEA4398009_METAG_OBIPICFJ",-0.162899458205634
"GORG_SAMEA6070327_SAGS_AG895E15",-0.0054366141491481
"TARA_SAMN05326645_METAG_PSE00001",-0.283154547315879
"MARD_SAMN05418067_REFG_MMP05418067",-0.355750034452445
"TARA_SAMEA4397051_METAG_NCANKMIH",-0.116980212358691
"TARA_SAMEA2622690_METAG_NLCIDLIH",-0.0896390699376082
"TARA_SAMEA4398094_METAG_OJPBDFHD",-0.128779724884015
"TARA_SAMEA4398370_METAG_BNHHFPPA",-0.009595933160635
"GORG_SAMEA6074543_SAGS_AG918C15",0.0188508117732611
"TARA_SAMEA4397330_METAG_DLAKABPD",-0.171977610507787
"MARD_SAMN05878071_REFG_MMP05878071",-0.454839704004153
"MARD_SAMN05216575_REFG_MMP05216575",-0.381118228446326
"TARA_SAMEA2622690_METAG_LHOCKJEM",0.0661290261492058
"TARA_SAMEA4397586_METAG_MJKFHMCN",-0.214565284470492
"GORG_SAMEA6076035_SAGS_AG414O09",0.0333142731971555
"GORG_SAMEA6079753_SAGS_AG430A02",0.0120874016454035
"TARA_SAMEA2621401_METAG_JHIAHNCD",-0.0177378469801494
"TARA_SAMEA4397489_METAG_DDCHKMAM",-0.0603283049270705
"TARA_SAMEA4397023_METAG_CBCMPIEM",-0.370677299015135
"MARD_SAMN05897977_REFG_MMP05897977",-0.128371306616367
"TARA_SAMEA2623295_METAG_OEELFJLO",0.0005351566086375
"TARA_SAMEA4397023_METAG_ACFKGOCL",-0.31239653891946
"MARD_SAMN04488054_REFG_MMP04488054",-0.106617083885508
"TARA_SAMEA4397472_METAG_AMLOAKEN",-0.113676984344961
"TARA_SAMN05326646_METAG_PSW00077",-0.0335687437052137
"MARD_SAMN08769778_REFG_MMP08769778",-0.156369741689662
"TARA_SAMEA2621779_METAG_CCHCBEJE",0.0192966920648284
"TARA_SAMEA2619840_METAG_FFFLPPCO",-0.0546174373277438
"MARD_SAMN04488032_REFG_MMP04488032",-0.44928217890664
"MARD_SAMN04915612_REFG_MMP04915612",-0.161982435175294
"TARA_SAMEA4397034_METAG_GPHNGABH",-0.164349203543654
"TARA_SAMEA4397472_METAG_BFDDCLFA",-0.313463569763474
"TARA_SAMEA4397586_METAG_OLNPJHKL",-0.156703207875681
"MARD_SAMN04488098_REFG_MMP04488098",-0.451669986699889
"MARD_SAMN06265372_REFG_MMP06265372",-0.077467533996441
"MARD_SAMN08886142_SAGS_MMP08886142",-0.0360260075649941
"TARA_SAMEA4396468_METAG_PDKKHEEF",-0.0905732541708559
"TARA_SAMEA2623756_METAG_HDODALJM",-0.132207175608258
"TARA_SAMEA2622149_METAG_MMILIKLJ",-0.116556152173467
"TARA_SAMEA2622843_METAG_BGMDGEHN",-0.187739060061718
"TARA_SAMEA2623079_METAG_PNPIALGA",-0.0541982490062026
"TARA_SAMN05326647_METAG_ION00041",-0.0632332618438634
"TARA_SAMEA2622765_METAG_NBAIIJFA",-0.0148187807675313
"TARA_SAMEA4397157_METAG_MELLBGEK",-0.135152939205836
"TARA_SAMEA2620672_METAG_GCIIDFDE",0.0253716031335281
"MARD_SAMN02436111_REFG_MMP02436111",-0.251580436739115
"MARD_SAMN05444340_REFG_MMP05444340",-0.0382320411944971
"TARA_SAMN05326645_METAG_PSE00044",-0.0206569484258822
"MARD_SAMN08100074_REFG_MMP08100074",-0.326184622745404
"TARA_SAMEA4398296_METAG_DPFMLPLK",-0.0598236634760013
"MARD_SAMN04515673_REFG_MMP04515673",-0.159737525230982
"TARA_SAMEA4397756_METAG_IEPDNIMO",-0.193876564865341
"TARA_SAMEA4397355_METAG_CHGEDCLM",0.0135995484920684
"BATS_SAMN07137086_METAG_HNJEHGAI",-0.0487763413341292
"MARD_SAMD00000371_REFG_MMP00000371",-0.382887259709571
"TARA_SAMEA4398009_METAG_JJNFINBJ",-0.170060242450827
"TARA_SAMEA2623079_METAG_DAGBKOGK",-0.0822584149331625
"MARD_SAMN02436112_REFG_MMP02436112",-0.174939421120943
"MARD_SAMN04488007_REFG_MMP04488007",-0.0905321221944146
"TARA_SAMEA4397157_METAG_LBBINFMH",-0.139905016177944
"MARD_SAMN09273368_REFG_MMP09273368",-0.0928151280034138
"TARA_SAMEA2620259_METAG_CFEHIANL",0.032114407050975
"MARD_SAMN08886133_SAGS_MMP08886133",-0.0177252258487524
"TARA_SAMN05326646_METAG_PSW00022",-0.103710999136706
"TARA_SAMEA2621812_METAG_EOAMDMJK",-0.029716049428522
"TARA_SAMEA2620666_METAG_AFGGNEFA",-0.145380195972925
"MARD_SAMD00017647_REFG_MMP00017647",-0.169480426922778
"TARA_SAMEA4397569_METAG_FONAPJMG",-0.0932899261918036
"MARD_SAMN02436117_REFG_MMP02436117",-0.607173332537614
"MARD_SAMN04488002_REFG_MMP04488002",-0.27145071912731
"TARA_SAMEA4397426_METAG_APFFFHCD",-0.228962234485104
"TARA_SAMEA4397516_METAG_PGHBECEM",0.0141235926602102
"TARA_SAMEA2622316_METAG_LENKOEKI",0.0480876928652157
"MARD_SAMN02440974_SAGS_MMP02440974",-0.0714243677148629
"MARD_SAMN08886136_SAGS_MMP08886136",-0.0172346503569072
"TARA_SAMEA2620980_METAG_HNOBGMKE",-0.167909190750822
"MARD_SAMN09478201_REFG_MMP09478201",-0.0233214295578931
"MARD_SAMN02436114_REFG_MMP02436114",-0.124525584988386
"MARD_SAMN04488001_REFG_MMP04488001",-0.307398211265801
"TARA_SAMEA2622823_METAG_MPCLEBGO",-0.104383694548069
"TARA_SAMEA2621242_METAG_GKBNFHEN",-0.28990870145858
"TARA_SAMEA2622545_METAG_AOMLOCMG",-0.0248771389905467
"TARA_SAMEA2623135_METAG_ENGCJLCC",-0.0362845231005052
"TARA_SAMEA4396468_METAG_KHPFLLML",-0.0192959027613396
"MARD_SAMN05216562_REFG_MMP05216562",-0.288477749382029
"TARA_SAMEA2620980_METAG_CDNEAKFH",-0.118402228496825
"TARA_SAMEA2622822_METAG_KGNHGHNB",0.0047718678622737
"TARA_SAMEA2622097_METAG_BBADCCBB",-0.0909788100647035
"GORG_SAMEA6068368_SAGS_AH321P04",0.0244947767761756
"MARD_SAMN10412359_REFG_MMP10412359",-0.407620452715882
"TARA_SAMEA4397311_METAG_NJFCIEDB",-0.0029975107392456
"TARA_SAMEA2622499_METAG_LMOJHPFB",0.1147128415712
"TARA_SAMEA2619907_METAG_EHDDCGIN",0.0056922486785854
"TARA_SAMEA2623116_METAG_HIAOIBEN",0
"MARD_SAMN08918501_REFG_MMP08918501",-0.171402393654444
"MALA_SAMN05422163_METAG_CBGNOMNI",-0.128355293887554
"GORG_SAMEA6070155_SAGS_AG894G20",-0.0649134067986868
"MARD_SAMN09075496_REFG_MMP09075496",-0.24467419775239
"TARA_SAMEA4397174_METAG_KNDEEOOG",-0.107212511586531
"TARA_SAMN05326640_METAG_ANE00017",0.0023166314012477
"TARA_SAMN05326644_METAG_PON00029",-0.115298229564282
"MARD_SAMEA104692611_REFG_MMP104692611",-0.306628733153046
"BGEO_SAMN07136709_METAG_EEKAFEOM",-0.397162209672829
"TARA_SAMEA2620339_METAG_NFMOIECC",-0.0521189423336904
"GORG_SAMEA6071327_SAGS_AG900G16",0.0214786493176722
"MALA_SAMN05422153_METAG_AGJKPNIP",-0.315568600391298
"TARA_SAMEA4397118_METAG_DDLCHGOL",-0.0667086032104729
