Genome,Compound_name,growth_rate,Compound,Metabolite,Higher.Level.Classification,ex_agree,vit_grow,vit_gr_rate,vit_agree,single_agreement,agreement,agreement_status
A1R11,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A1R11,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A1R11,maltose,4.141325876,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A1R11,mannose,0.97514618,EX_man_e,D-Mannose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,melibiose,2.069710325,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A1R11,mannitol,3.865570829,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,pectin,0,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A1R11,phenylalanine,0.988069373,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,propionate,2.31598935,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
A1R11,propanol,1.57348888,EX_ppoh_e,1-Propanol,Alcohol,0,0,0,-1,-1,-1,false_neg
A1R11,proline,4.208426904,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,pullulan,0,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A1R11,pyruvate,14.99668683,EX_pyr_e,Pyruvate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
A1R11,raffinose,0,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A1R11,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A1R11,rhamnose,0,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A1R11,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
A1R11,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A1R11,serine,2.369243701,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,starch,0,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A1R11,succinate,6.420269688,EX_succ_e,Succinate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
A1R11,sucrose,4.668748987,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A1R11,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
A1R11,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A1R11,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A1R11,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A1R11,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A1R11,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A1R11,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A1R11,uridine,1.419143477,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A1R11,xylose,2.633550403,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A1R11,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M03,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M03,acetate,0,EX_ac_e,Acetate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,galnac,0.462692667,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,glcnac,1.225709579,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
A2M03,oxoglutarate,0,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,0,0,0,org_agree
A2M03,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
A2M03,arabinose,1.824602498,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,arginine,0,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,asparagine,0,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,aspartate,0.276759588,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,butanol,0,EX_btoh_e,Butanol,Alcohol,0,0,0,0,0,0,org_agree
A2M03,butyrate,0,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,1,0,0,0,0,0,org_agree
A2M03,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M03,cellobiose,2.569120219,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
A2M03,fructose,0.578175917,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M03,fumarate,0,EX_fum_e,Fumarate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,galactose,3.393910253,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M03,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M03,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M03,glucose,3.758076392,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,gluconate,0.340135899,EX_glcn_e,D-Gluconate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
A2M03,glucuronate,0.892139499,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,glutamine,0.784596348,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,glutamate,0.630283491,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,glycerol,0.884220957,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,-1,-1,false_neg
A2M03,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M03,glycogen,9.644839988,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
A2M03,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M03,isoleucine,0,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M03,lactate,0,EX_lac__L_e,L-Lactate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M03,lactose,2.260163512,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,leucine,0,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
A2M03,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,maltose,2.144022438,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M03,mannose,2.10820954,EX_man_e,D-Mannose,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,melibiose,2.293730899,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,mannitol,3.065324421,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,pectin,2.836544372,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,propionate,0,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,propanol,4.445801269,EX_ppoh_e,1-Propanol,Alcohol,-1,0,0,-1,-1,-1,no_ex
A2M03,proline,0.401894912,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,pullulan,1.11990657,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,pyruvate,0,EX_pyr_e,Pyruvate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,raffinose,2.195651681,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M03,rhamnose,1.006798929,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M03,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M03,serine,0,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,starch,2.421681776,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M03,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,sucrose,2.290895793,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M03,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
A2M03,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M03,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M03,xylose,2.170359001,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M03,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M07,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M07,acetate,0,EX_ac_e,Acetate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,galnac,0.491688756,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,glcnac,1.120698098,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,0,0,0,0,0,0,org_agree
A2M07,oxoglutarate,0,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,0,0,0,0,0,0,org_agree
A2M07,alanine,0,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,beta-alanine,0,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
A2M07,arabinose,1.245205374,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,arginine,0,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,asparagine,0,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,aspartate,0.264439971,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,butanol,0,EX_btoh_e,Butanol,Alcohol,1,0,0,0,0,0,org_agree
A2M07,butyrate,0,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,1,0,0,0,0,0,org_agree
A2M07,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M07,cellobiose,1.880990869,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,citrate,0,EX_cit_e,Citrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,cytosine,0,EX_csn_e,Cytosine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,cysteine,0,EX_cys__L_e,L-Cysteine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,cytidine,0,EX_cytd_e,Cytidine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,deoxyuridine,0,EX_duri_e,Deoxyuridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,ethanol,0,EX_etoh_e,Ethanol,Alcohol,1,0,0,0,0,0,org_agree
A2M07,fructose,0.383414886,EX_fru_e,D-Fructose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,fucose,0,EX_fuc__L_e,L-Fucose,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M07,fumarate,0,EX_fum_e,Fumarate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,galactose,2.022838806,EX_gal_e,D-Galactose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,galactosamine,0,EX_galam_e,D Galactosamine C6H13NO5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M07,galacturonate,0,EX_galur_e,D-Galacturonate,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M07,glucosamine,0,EX_gam_e,D-Glucosamine,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2M07,glucose,2.328776966,EX_glc__D_e,D-Glucose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,gluconate,0.614713718,EX_glcn_e,D-Gluconate,Carboxylic Acid,0,0,0,-1,-1,-1,false_neg
A2M07,glucuronate,0.940585051,EX_glcur_e,D-Glucuronate,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,glutamine,0,EX_gln__L_e,L-Glutamine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,glutamate,0.439691582,EX_glu__L_e,L-Glutamate,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,glycine,0,EX_gly_e,Glycine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,glycerol,0.411046527,EX_glyc_e,Glycerol,Alcohol,0,0,0,-1,-1,-1,false_neg
A2M07,glycolate,0,EX_glyclt_e,Glycolate C2H3O3,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M07,glycogen,0.8831387,EX_glycogen_e,Glycogen C6H10O5,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,histidine,0,EX_his__L_e,L-Histidine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,homoserine,0,EX_hom__L_e,L-Homoserine,Amino Acids/Derivatives,0,0,0,0,0,0,org_agree
A2M07,isocitrate,0,EX_icit_e,Isocitrate,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M07,isoleucine,0,EX_ile__L_e,L-Isoleucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,inositol,0,EX_inost_e,Myo-Inositol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M07,lactate,0,EX_lac__L_e,L-Lactate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,lactose,1.600694621,EX_lcts_e,Lactose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,leucine,0,EX_leu__L_e,L-Leucine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,lysine,0,EX_lys__L_e,L-Lysine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,malate,0,EX_mal__L_e,L-Malate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,maltose,2.196885829,EX_malt_e,Maltose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,galactan,0,EX_malttr_e,Maltotriose C18H32O16,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M07,mannose,1.319240121,EX_man_e,D-Mannose,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,melibiose,1.819127173,EX_melib_e,Melibiose C12H22O11,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,methionine,0,EX_met__L_e,L-Methionine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,mannitol,2.171241623,EX_mnl_e,D-Mannitol,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,pectin,6.635300895,EX_pectin_e,Pectin C6H7O6,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,phenylalanine,0,EX_phe__L_e,L-Phenylalanine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,propionate,0,EX_ppa_e,Propionate (n-C3:0),Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,propanol,0,EX_ppoh_e,1-Propanol,Alcohol,1,0,0,0,0,0,org_agree
A2M07,proline,0.26834899,EX_pro__L_e,L-Proline,Amino Acids/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,pullulan,1.248830961,EX_pullulan1200_e,"Pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds",Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,pyruvate,0,EX_pyr_e,Pyruvate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,raffinose,1.62810294,EX_raffin_e,Raffinose C18H32O16,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,ribose,0,EX_rib__D_e,D-Ribose,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M07,rhamnose,1.498824955,EX_rmn_e,L-Rhamnose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,sarcosine,0,EX_sarcs_e,Sarcosine C3H7NO2,Carboxylic Acid,0,0,0,0,0,0,org_agree
A2M07,sorbitol,0,EX_sbt__D_e,D-Sorbitol,Carbohydrates/Derivatives,1,0,0,0,0,0,org_agree
A2M07,serine,0,EX_ser__L_e,L-Serine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,starch,1.509102456,EX_starch_e,Starch C12H20O10,Carbohydrates/Derivatives,-1,0,0,-1,-1,-1,no_ex
A2M07,succinate,0,EX_succ_e,Succinate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,sucrose,1.86090242,EX_sucr_e,Sucrose C12H22O11,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,tartrate,0,EX_tartr__L_e,L-tartrate,Carboxylic Acid,1,0,0,0,0,0,org_agree
A2M07,taurine,0,EX_taur_e,Taurine C2H7NO3S,Organic Sulfur,1,0,0,0,0,0,org_agree
A2M07,threonine,0,EX_thr__L_e,L-Threonine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,thymine,0,EX_thym_e,Thymine C5H6N2O2,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,thymidine,0,EX_thymd_e,Thymidine C10H14N2O5,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,tryptophan,0,EX_trp__L_e,L-Tryptophan,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,tyrosine,0,EX_tyr__L_e,L-Tyrosine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,uracil,0,EX_ura_e,Uracil,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,uridine,0,EX_uri_e,Uridine,Nucleobases/Nucleosides/Nucleotides/Derivatives,1,0,0,0,0,0,org_agree
A2M07,valine,0,EX_val__L_e,L-Valine,Amino Acids/Derivatives,1,0,0,0,0,0,org_agree
A2M07,xylose,1.18916548,EX_xyl__D_e,D-Xylose,Carbohydrates/Derivatives,0,0,0,-1,-1,-1,false_neg
A2M07,xylitol,0,EX_xylt_e,Xylitol C5H12O5,Carbohydrates/Derivatives,0,0,0,0,0,0,org_agree
A2R01,3m2-oxybutyrate,0,EX_3mob_e,3-Methyl-2-oxobutanoate,Carboxylic Acid,NA,NA,NA,NA,NA,NA,NA
A2R01,acetate,1.818899888,EX_ac_e,Acetate,Carboxylic Acid,NA,NA,NA,NA,NA,NA,NA
A2R01,galnac,0,EX_acgal_e,N-Acetyl-D-galactosamine,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,glcnac,0,EX_acgam_e,N-Acetyl-D-glucosamine,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,adenine,0,EX_ade_e,Adenine,Nucleobases/Nucleosides/Nucleotides/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,oxoglutarate,4.469872484,EX_akg_e,2-Oxoglutarate,Ketones/Aldehydes,NA,NA,NA,NA,NA,NA,NA
A2R01,alanine,5.754543282,EX_ala__L_e,L-Alanine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,beta-alanine,3.383897974,EX_ala_B_e,Beta-Alanine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,arabinose,0,EX_arab__L_e,L-Arabinose,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,arginine,2.536154278,EX_arg__L_e,L-Arginine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,asparagine,13.0129882,EX_asn__L_e,L-Asparagine,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,aspartate,2.094882121,EX_asp__L_e,L-Aspartate,Amino Acids/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,butanol,0.593885916,EX_btoh_e,Butanol,Alcohol,NA,NA,NA,NA,NA,NA,NA
A2R01,butyrate,1.262578748,EX_but_e,Butyrate (n-C4:0),Phospholipids/Fatty Acids/Triglycerides,NA,NA,NA,NA,NA,NA,NA
A2R01,benzoate,0,EX_bz_e,Benzoate,Carboxylic Acid,NA,NA,NA,NA,NA,NA,NA
A2R01,cellobiose,0,EX_cellb_e,Cellobiose,Carbohydrates/Derivatives,NA,NA,NA,NA,NA,NA,NA
A2R01,citrate,7.061682173,EX_cit_e,Citrate,Carboxylic Acid,NA,NA,NA,NA,NA,NA,NA
